index,input,type,A,B,C,D,E,F,summary,A_c,B_c,C_c,D_c,E_c,F_c,sentiment_gpt
1449,"AIによる既存のイラストの学習とその結果に基づいたイラストの生成が個人のオリジナリティと努力に対して盗んでいる状況を引き起こしている。
イラストレーターや漫画家が守られるべきである。",規範的主張,AIによる学習,オリジナリティと努力に対する盗み,イラストレーターや漫画家,守られるべき,NA,NA,AIによる学習はオリジナリティと努力に対する盗みだから、イラストレーターや漫画家が守られるべきである。,7,4621,306,179,2960,2960,0.1
1451,"AI技術がすごいことである。
クリエイターを守ることが守るべきである。",規範的主張,AI技術がすごい,こと,クリエイターを守る,守るべき,NA,NA,AI技術がすごいことだから、クリエイターを守ることが守るべきである。,10,1155,343,179,2960,2960,0.1
1452,"生成AIが人々の著作物に対して好き勝手に無断利用している。
政府が生成AIの規制を求める。",規範的主張,生成AIが,好き勝手に無断利用,政府,規制を求めるべき,NA,NA,生成AIが好き勝手に無断利用しているから政府は規制を求めるべきである。,0,1716,2383,18,2960,2960,0.1
1453,"無断でAIに学習させる行為が創作者の創作環境に対して破綻させ陥れる状況を引き起こしている。
生成AIの学習データが創作者の許可と対価が約束されたもののみでなければならない。",規範的主張,無断でAIに学習させる行為,創作者の創作環境に破綻を引き起こす,生成AIの学習データ,創作者の許可と対価が約束されたもの,NA,NA,無断でAIに学習させる行為が創作者の創作環境に破綻を引き起こすから、生成AIの学習データは創作者の許可と対価が約束されたものでなければならない。,4595,1161,41,2549,2960,2960,0.1
1455,"生成AIによって作られたかそうでないかがわからない点が非常に不安である。
政府が生成物にAIであることを示す透かしやウォーターマークを付けることを検討してほしい。",要望,生成AIによって作られたかそうでないかがわからない点,非常に不安,NA,NA,政府,生成物にAIであることを示す透かしやウォーターマークを付けること,生成AIによって作られたかそうでないかがわからない点が非常に不安だから、政府に対して生成物にAIであることを示す透かしやウォーターマークを付けることをして欲しい。,4943,28,2960,2960,2383,3448,0.2
1456,"生成AIの悪用が法に対して無力であると捉えている。
生成AIの推奨が推奨するべきではない。",規範的主張,生成AIの悪用,法に対して無力,生成AIの推奨,推奨すべきではない,NA,NA,生成AIの悪用が法に対して無力であるから、生成AIの推奨は推奨すべきではない。,0,4629,2493,4522,2960,2960,0.1
1458,"AI自体が悪という論調が宜しくないことである。
AIを使って他人の著作を侵害したり精製した文章や絵などで、他人を傷つけたり評価を落とすような行為が早急に対策を検討すべきである。",規範的主張,AI自体が悪,論調が宜しくない,対策の検討,早急にすべき,NA,NA,AI自体が悪という論調が宜しくないから対策の検討が早急にすべきである。,9,2055,1612,185,2960,2960,0.2
1459,"勝手に他者の創作物を学習させる行為が創作の分野に対してマイナスの状況を引き起こしている。
創作物を勝手に学習させる行為が法律でしっかりと整備されるべきである。",規範的主張,他者の創作物,マイナスの状況,法律での整備,しっかりと,NA,NA,他者の創作物を勝手に学習させる行為がマイナスの状況を引き起こしているから、法律での整備がしっかりとされるべきである。,305,1410,1081,2895,2960,2960,0.1
1460,"生成AIがイラストレーターの作品に対して勝手に学習させている。
一般人が著作権に関連する仕事を軽く扱わないようにして欲しい。",要望,生成AIがイラストレーターの作品,勝手に学習させている,NA,NA,一般人,著作権に関連する仕事を軽く扱わない,生成AIがイラストレーターの作品を勝手に学習させているから、一般人に対して著作権に関連する仕事を軽く扱わないようにして欲しい。,0,1080,2960,2960,148,3677,0.1
1461,"無許可の著作物を生成AIに学習させることが元の著作者の制作意欲の減退を引き起こしている。
生成AIの規制が素晴らしい技術としてはしっかり規制いただかないと使用者がいくらでも言い逃れできるように感じる。",規範的主張,無許可の著作物,著作者の制作意欲の減退,生成AIの規制,しっかり規制,NA,NA,無許可の著作物が著作者の制作意欲の減退を引き起こしているから、生成AIの規制がしっかり規制であるべきである。,16,2806,44,52,2960,2960,0.1
1462,"AIによる生成物が作成される過程・生成物そのものがクリエイターに対して搾取される構造を引き起こしている。
規制当局が画像・音声の不正な利用によりAI生成されたものが一般の流通に乗り、知らずに手に取ってしまう状況を未然に防ぐようにしてほしい。",要望,AIによる生成物,搾取される構造,NA,NA,規制当局,不正利用防止,AIによる生成物が搾取される構造だから、規制当局に対して不正利用防止をして欲しい。,0,3215,2960,2960,369,1656,0.2
1463,"生成AIが著作権に対して勝手に商用利用され無断で学習された方には一円も入らない状況を引き起こしている。
AIの著作権が認めるべきではない。",規範的主張,生成AIが著作権に対して,勝手に商用利用され無断で学習された,AIの著作権,認めるべきではない,NA,NA,生成AIが著作権に対して勝手に商用利用され無断で学習されたからAIの著作権は認めるべきではない。,0,1551,0,265,2960,2960,0.1
